Record_ID,Annual_Rainfall,Rainfall_Category,Fertilizer,Fertilizer_per_Area,Pesticide,Pesticide_per_Area,Year_Group
3665,2167,High,10152911.6,150.79999999999998,20871.37,0.31,2011-2015
3666,1433,High,898466.4,150.8,1846.98,0.31,2011-2015
3667,2167,High,7097100.4,150.8,14589.53,0.31,2011-2015
3668,2167,High,532474.8,150.8,1094.61,0.31,2011-2015
3669,2167,High,136021.6,150.8,279.62,0.31,2011-2015
3670,1433,High,3051136.4,150.79999999999998,6272.23,0.31,2011-2015
3671,1433,High,271741.6,150.79999999999998,558.62,0.31,2011-2015
3672,2167,High,2861279.2,150.8,5881.94,0.31,2011-2015
3673,2167,High,2521074.4,150.79999999999998,5182.58,0.31,2011-2015
3674,2167,High,262693.6,150.79999999999998,540.02,0.31,2011-2015
3675,2167,High,9815873.6,150.79999999999998,20178.52,0.31,2011-2015
3676,1433,High,975072.8,150.8,2004.46,0.31,2011-2015
3677,2167,High,3573206.0,150.8,7345.45,0.31,2011-2015
3678,2167,High,4361588.4,150.8,8966.13,0.31,2011-2015
3679,2167,High,675433.2,150.79999999999998,1388.49,0.31,2011-2015
3680,2167,High,1515841.6,150.8,3116.12,0.31,2011-2015
3681,2167,High,1156485.2,150.79999999999998,2377.39,0.31,2011-2015
3682,2167,High,1070529.2,150.79999999999998,2200.69,0.31,2011-2015
3683,2167,High,4667561.6,150.79999999999998,9595.12,0.31,2011-2015
3684,1433,High,14391748.8,150.8,29585.16,0.31,2011-2015
3685,2167,High,42147996.8,150.79999999999998,86643.76,0.31,2011-2015
3686,1433,High,35917242.4,150.79999999999998,73835.18,0.31,2011-2015
3687,2167,High,58682312.0,150.8,120633.4,0.31,2011-2015
3688,2167,High,280097428.0,150.8,575797.1,0.31,2011-2015
3689,2167,High,1721080.4,150.79999999999998,3538.03,0.31,2011-2015
3690,2167,High,667893.2,150.79999999999998,1372.99,0.31,2011-2015
3691,2167,High,4353746.8,150.79999999999998,8950.01,0.31,2011-2015
3692,2167,High,946571.6,150.79999999999998,1945.87,0.31,2011-2015
3693,1433,High,582992.8,150.8,1198.46,0.31,2011-2015
3694,2167,High,41922.4,150.8,86.18,0.31,2011-2015
3695,2167,High,2459397.2,150.8,5055.79,0.31,2011-2015
3696,1433,High,7317871.6,150.79999999999998,15043.37,0.31,2011-2015
3697,2167,High,5124787.2,150.8,10535.04,0.31,2011-2015
3698,956,Low,33377619.6,150.8,68614.47,0.31,2011-2015
3699,956,Low,99489093.6,150.79999999999998,204520.02,0.31,2011-2015
3700,956,Low,41411942.0,150.8,85130.65,0.31,2011-2015
3701,956,Low,4047019.6,150.8,8319.47,0.31,2011-2015
3702,956,Low,2908328.8,150.79999999999998,5978.66,0.31,2011-2015
3703,956,Low,9561323.2,150.79999999999998,19655.24,0.31,2011-2015
3704,956,Low,1728469.6,150.8,3553.22,0.31,2011-2015
3705,956,Low,66510038.4,150.79999999999998,136724.88,0.31,2011-2015
3706,956,Low,636225.2,150.79999999999998,1307.89,0.31,2011-2015
3707,956,Low,67378948.0,150.8,138511.1,0.31,2011-2015
3708,956,Low,7299474.0,150.8,15005.55,0.31,2011-2015
3709,956,Low,272948.0,150.8,561.1,0.31,2011-2015
3710,956,Low,9775610.0,150.8,20095.75,0.31,2011-2015
3711,956,Low,1084553.6,150.8,2229.52,0.31,2011-2015
3712,956,Low,1046099.6,150.79999999999998,2150.47,0.31,2011-2015
3713,956,Low,7733627.2,150.8,15898.04,0.31,2011-2015
3714,956,Low,818844.0,150.8,1683.3,0.31,2011-2015
3715,956,Low,762595.6,150.79999999999998,1567.67,0.31,2011-2015
3716,956,Low,639090.4,150.8,1313.78,0.31,2011-2015
3717,956,Low,2490160.4,150.79999999999998,5119.03,0.31,2011-2015
3718,956,Low,146136057.6,150.79999999999998,300412.32,0.31,2011-2015
3719,956,Low,61020616.8,150.79999999999998,125440.26,0.31,2011-2015
3720,956,Low,2837754.4,150.79999999999998,5833.58,0.31,2011-2015
3721,956,Low,24943224.8,150.8,51275.86,0.31,2011-2015
3722,956,Low,9632651.6,150.79999999999998,19801.87,0.31,2011-2015
3723,956,Low,20504728.4,150.79999999999998,42151.63,0.31,2011-2015
3724,956,Low,23834543.2,150.79999999999998,48996.74,0.31,2011-2015
3725,956,Low,165498928.4,150.8,340216.63,0.31,2011-2015
3726,956,Low,1260838.8,150.8,2591.91,0.31,2011-2015
3727,956,Low,1037805.6,150.79999999999998,2133.42,0.31,2011-2015
3728,956,Low,175175915.2,150.79999999999998,360109.64,0.31,2011-2015
3729,956,Low,19238611.6,150.8,39548.87,0.31,2011-2015
3730,956,Low,4887880.4,150.8,10048.03,0.31,2011-2015
3731,956,Low,107520.4,150.79999999999998,221.03,0.31,2011-2015
3732,956,Low,25526066.8,150.8,52474.01,0.31,2011-2015
3733,956,Low,734094.4,150.8,1509.08,0.31,2011-2015
3734,956,Low,1755161.2,150.79999999999998,3608.09,0.31,2011-2015
3735,956,Low,10215041.2,150.79999999999998,20999.09,0.31,2011-2015
3736,956,Low,1822719.6,150.8,3746.97,0.31,2011-2015
3737,956,Low,534284.4,150.8,1098.33,0.31,2011-2015
3738,956,Low,730324.4,150.8,1501.33,0.31,2011-2015
3739,956,Low,9769578.0,150.8,20083.35,0.31,2011-2015
3740,956,Low,4118951.2,150.8,8467.34,0.31,2011-2015
3741,956,Low,1031924.4,150.8,2121.33,0.31,2011-2015
3742,956,Low,109933.2,150.79999999999998,225.99,0.31,2011-2015
3743,956,Low,90960147.2,150.8,186987.04,0.31,2011-2015
3744,956,Low,5525010.4,150.8,11357.78,0.31,2011-2015
3745,956,Low,790041.2,150.79999999999998,1624.09,0.31,2011-2015
3746,956,Low,331910.8,150.79999999999998,682.31,0.31,2011-2015
3747,956,Low,158102791.6,150.79999999999998,325012.37,0.31,2011-2015
3748,956,Low,6835160.8,150.79999999999998,14051.06,0.31,2011-2015
3749,956,Low,27922429.6,150.8,57400.22,0.31,2011-2015
3750,956,Low,7283036.8,150.79999999999998,14971.76,0.31,2011-2015
3751,956,Low,38906.4,150.8,79.98,0.31,2011-2015
3752,956,Low,6182950.8,150.79999999999998,12710.31,0.31,2011-2015
3753,956,Low,3305385.2,150.8,6794.89,0.31,2011-2015
3754,956,Low,25561957.2,150.79999999999998,52547.79,0.31,2011-2015
3755,956,Low,64149264.4,150.79999999999998,131871.83,0.3099999999999999,2011-2015
3756,956,Low,31817593.6,150.8,65407.52,0.31,2011-2015
3757,956,Low,42059929.6,150.8,86462.72,0.31,2011-2015
3758,956,Low,3042842.4,150.79999999999998,6255.18,0.31,2011-2015
3759,956,Low,520260.0,150.8,1069.5,0.31,2011-2015
3760,956,Low,134513.6,150.8,276.52,0.31,2011-2015
3761,956,Low,16052056.8,150.8,32998.26,0.31,2011-2015
3762,956,Low,2968950.4,150.79999999999998,6103.28,0.31,2011-2015
3763,956,Low,15477508.8,150.8,31817.16,0.31,2011-2015
3764,956,Low,810700.8,150.8,1666.56,0.31,2011-2015
3765,956,Low,33971319.2,150.8,69834.94,0.31,2011-2015
3766,2187,High,15347670.0,150.8,31550.25,0.31,2011-2015
3767,2187,High,178848.8,150.79999999999998,367.66,0.31,2011-2015
3768,2187,High,9200458.8,150.8,18913.41,0.31,2011-2015
3769,2187,High,12773815.6,150.79999999999998,26259.17,0.31,2011-2015
3770,2187,High,6273280.0,150.8,12896.0,0.31,2011-2015
3771,2187,High,7854568.8,150.79999999999998,16146.66,0.31,2011-2015
3772,2187,High,120362829.6,150.79999999999998,247430.22,0.31,2011-2015
3773,2187,High,163618.0,150.8,336.35,0.31,2011-2015
3774,2187,High,10857.6,150.8,22.32,0.31,2011-2015
3775,2187,High,679354.0,150.8,1396.55,0.31,2011-2015
3776,2187,High,118227.2,150.79999999999998,243.04,0.31,2011-2015
3777,2187,High,15834.0,150.8,32.55,0.31,2011-2015
3778,2187,High,22318.4,150.8,45.88,0.31,2011-2015
3779,2187,High,27144.0,150.8,55.8,0.31,2011-2015
3780,2187,High,15230.8,150.79999999999998,31.31,0.31,2011-2015
3781,2187,High,6032.0,150.8,12.4,0.31,2011-2015
3782,2187,High,147030.0,150.8,302.25,0.31,2011-2015
3783,2187,High,17040.4,150.8,35.03,0.31,2011-2015
3784,2187,High,9535385.6,150.79999999999998,19601.92,0.31,2011-2015
3785,2187,High,7131935.2,150.8,14661.14,0.31,2011-2015
3786,2187,High,13082050.8,150.8,26892.81,0.31,2011-2015
3787,2187,High,39208.0,150.8,80.6,0.31,2011-2015
3788,2187,High,39208.0,150.8,80.6,0.31,2011-2015
3789,2187,High,9349.6,150.8,19.22,0.31,2011-2015
3790,2187,High,1055.6,150.79999999999998,2.17,0.31,2011-2015
3791,2187,High,262693.6,150.79999999999998,540.02,0.31,2011-2015
3792,2187,High,42525.6,150.79999999999998,87.42,0.31,2011-2015
3793,2187,High,10493568.8,150.8,21571.66,0.31,2011-2015
3794,2187,High,1960.4,150.8,4.03,0.31,2011-2015
3795,2187,High,396302.4,150.8,814.68,0.31,2011-2015
3796,2187,High,39962.0,150.8,82.15,0.31,2011-2015
3797,2187,High,150.8,150.8,0.31,0.31,2011-2015
3798,2945,High,2422149.6,150.8,4979.22,0.31,2011-2015
3799,2945,High,171308.8,150.79999999999998,352.16,0.31,2011-2015
3800,2945,High,1054393.6,150.8,2167.52,0.31,2011-2015
3801,2945,High,143260.0,150.8,294.5,0.31,2011-2015
3802,2945,High,1364287.6,150.8,2804.57,0.31,2011-2015
3803,2945,High,9048.0,150.8,18.6,0.31,2011-2015
3804,2945,High,1093300.0,150.8,2247.5,0.31,2011-2015
3805,2945,High,306576.4,150.8,630.23,0.31,2011-2015
3806,2945,High,1445719.6,150.8,2971.97,0.31,2011-2015
3807,2945,High,271440.0,150.8,558.0,0.31,2011-2015
3808,2945,High,962104.0,150.8,1977.8,0.31,2011-2015
3809,2945,High,13270.4,150.79999999999998,27.28,0.31,2011-2015
3810,2945,High,2716662.0,150.8,5584.65,0.31,2011-2015
3811,2945,High,668798.0,150.8,1374.85,0.31,2011-2015
3812,2945,High,330252.0,150.8,678.9,0.31,2011-2015
3813,2945,High,2735361.2,150.8,5623.09,0.31,2011-2015
3814,2945,High,1470300.0,150.8,3022.5,0.31,2011-2015
3815,2945,High,4976400.0,150.8,10230.0,0.31,2011-2015
3816,2945,High,2000663.6,150.8,4112.77,0.31,2011-2015
3817,2945,High,9573387.2,150.79999999999998,19680.04,0.31,2011-2015
3818,2945,High,331760.0,150.8,682.0,0.31,2011-2015
3819,2945,High,422994.0,150.8,869.55,0.31,2011-2015
3820,2945,High,239621.2,150.8,492.59,0.31,2011-2015
3821,2945,High,14326.0,150.8,29.45,0.31,2011-2015
3822,2945,High,669250.4,150.8,1375.78,0.31,2011-2015
3823,2945,High,751436.4,150.8,1544.73,0.31,2011-2015
3824,2945,High,116870.0,150.8,240.25,0.31,2011-2015
3825,2945,High,332966.4,150.8,684.48,0.31,2011-2015
3826,2945,High,61224.8,150.8,125.86,0.31,2011-2015
3827,1062,Medium,68777.24,144.49,128.52,0.27,2011-2015
3828,1062,Medium,26416528.74,144.48999999999998,49363.02,0.2699999999999999,2011-2015
3829,1062,Medium,187548.02,144.48999999999998,350.46,0.2699999999999999,2011-2015
3830,1062,Medium,6780915.7,144.49,12671.1,0.27,2011-2015
3831,1062,Medium,331893.53,144.49,620.19,0.27,2011-2015
3832,1062,Medium,8759850.74,144.49,16369.02,0.27,2011-2015
3833,1062,Medium,577.96,144.49,1.08,0.27,2011-2015
3834,1062,Medium,17340533.88,144.48999999999998,32403.24,0.27,2011-2015
3835,1062,Medium,6876568.08,144.49,12849.84,0.27,2011-2015
3836,1062,Medium,186536.59,144.49,348.57,0.27,2011-2015
3837,1062,Medium,14314046.34,144.49,26747.82,0.27,2011-2015
3838,1062,Medium,74701.33,144.49,139.59,0.27,2011-2015
3839,1062,Medium,1146383.66,144.48999999999998,2142.18,0.2699999999999999,2011-2015
3840,1062,Medium,97019110.91,144.48999999999998,181293.93,0.2699999999999999,2011-2015
3841,1062,Medium,744845.95,144.48999999999998,1391.85,0.2699999999999999,2011-2015
3842,1062,Medium,537502.8,144.49,1004.4,0.27,2011-2015
3843,1062,Medium,1214149.47,144.49,2268.81,0.27,2011-2015
3844,1062,Medium,16316388.76,144.49,30489.48,0.27,2011-2015
3845,1062,Medium,2657460.08,144.49,4965.84,0.27,2011-2015
3846,1062,Medium,51727.42,144.49,96.66,0.27,2011-2015
3847,1062,Medium,68254186.2,144.49,127542.6,0.27,2011-2015
3848,1062,Medium,156914839.6,144.49000000920816,293217.57,0.27,2011-2015
3849,1062,Medium,13059873.14,144.49,24404.22,0.27,2011-2015
3850,1062,Medium,1266888.32,144.49,2367.36,0.27,2011-2015
3851,1062,Medium,2808596.62,144.49,5248.26,0.27,2011-2015
3852,1062,Medium,4729446.68,144.48999999999998,8837.64,0.2699999999999999,2011-2015
3853,1062,Medium,12355773.37,144.48999999999998,23088.51,0.2699999999999999,2011-2015
3854,1062,Medium,68343.77,144.49,127.71,0.2699999999999999,2011-2015
3855,1062,Medium,15871648.54,144.48999999999998,29658.42,0.2699999999999999,2011-2015
3856,1062,Medium,35005447.81,144.49,65412.63,0.2699999999999999,2011-2015
3857,1062,Medium,1316592.88,144.48999999999998,2460.24,0.2699999999999999,2011-2015
3858,1062,Medium,7513.48,144.48999999999998,14.04,0.2699999999999999,2011-2015
3859,1062,Medium,2527130.1,144.49,4722.3,0.27,2011-2015
3860,1062,Medium,16792049.84,144.49,31378.32,0.27,2011-2015
3861,1062,Medium,3034.29,144.49,5.67,0.27,2011-2015
3862,1062,Medium,1269922.61,144.49,2373.03,0.27,2011-2015
3863,1062,Medium,3028365.91,144.49,5658.93,0.27,2011-2015
3864,1062,Medium,769553.74,144.49,1438.02,0.27,2011-2015
3865,1062,Medium,503981.12,144.49,941.76,0.27,2011-2015
3866,1062,Medium,55628.65,144.49,103.95,0.27,2011-2015
3867,1062,Medium,155037.77,144.48999999999998,289.71,0.2699999999999999,2011-2015
3868,1062,Medium,5349164.29,144.49,9995.67,0.27,2011-2015
3869,1062,Medium,655695.62,144.49,1225.26,0.27,2011-2015
3870,1062,Medium,476094.55,144.49,889.65,0.27,2011-2015
3871,1062,Medium,246435642.0,144.49000002931598,460499.85,0.2699999999999999,2011-2015
3872,1062,Medium,126845603.7,144.49000005695507,237028.95,0.27,2011-2015
3873,1062,Medium,31065.35,144.48999999999998,58.05,0.2699999999999999,2011-2015
3874,1062,Medium,684015.66,144.49,1278.18,0.27,2011-2015
3875,1062,Medium,4052222.05,144.48999999999998,7572.15,0.2699999999999999,2011-2015
3876,1062,Medium,4780885.12,144.49,8933.76,0.27,2011-2015
3877,1062,Medium,3846323.8,144.48999999999998,7187.4,0.2699999999999999,2011-2015
3878,1062,Medium,126862.22,144.49,237.06,0.27,2011-2015
3879,1062,Medium,437082.25,144.49,816.75,0.27,2011-2015
3880,1062,Medium,11559.2,144.49,21.6,0.27,2011-2015
3881,1062,Medium,22084863.03,144.49,41268.69,0.27,2011-2015
3882,1062,Medium,2575967.72,144.49,4813.56,0.27,2011-2015
3883,1062,Medium,8976007.78,144.48999999999998,16772.94,0.2699999999999999,2011-2015
3884,1062,Medium,24563.3,144.49,45.9,0.27,2011-2015
3885,1062,Medium,89005.84,144.48999999999998,166.32,0.2699999999999999,2011-2015
3886,1062,Medium,1529860.12,144.49,2858.76,0.27,2011-2015
3887,1062,Medium,2889.8,144.49,5.4,0.27,2011-2015
3888,1062,Medium,3223427.41,144.49,6023.43,0.27,2011-2015
3889,1062,Medium,20018511.54,144.48999999999998,37407.42,0.2699999999999999,2011-2015
3890,1062,Medium,2096260.92,144.48999999999998,3917.16,0.2699999999999999,2011-2015
3891,1062,Medium,36160789.85,144.49,67571.55,0.27,2011-2015
3892,1062,Medium,50282.52,144.48999999999998,93.96,0.2699999999999999,2011-2015
3893,1062,Medium,15395120.52,144.49,28767.96,0.27,2011-2015
3894,1797,Medium,9830810.62,144.48999999999998,18370.26,0.2699999999999999,2011-2015
3895,1797,Medium,885723.7,144.48999999999998,1655.1,0.2699999999999999,2011-2015
3896,1797,Medium,7340958.94,144.49,13717.62,0.27,2011-2015
3897,1797,Medium,508604.8,144.49,950.4,0.27,2011-2015
3898,1797,Medium,126717.73,144.49,236.79,0.27,2011-2015
3899,1797,Medium,3054663.09,144.48999999999998,5708.07,0.2699999999999999,2011-2015
3900,1797,Medium,164718.6,144.49,307.8,0.27,2011-2015
3901,1797,Medium,2733028.35,144.49,5107.05,0.27,2011-2015
3902,1797,Medium,2266036.67,144.49,4234.41,0.27,2011-2015
3903,1797,Medium,296637.97,144.48999999999998,554.31,0.2699999999999999,2011-2015
3904,1797,Medium,10088580.78,144.48999999999998,18851.94,0.2699999999999999,2011-2015
3905,1797,Medium,864917.14,144.49,1616.22,0.27,2011-2015
3906,1797,Medium,3477585.32,144.48999999999998,6498.36,0.2699999999999999,2011-2015
3907,1797,Medium,4333688.57,144.49,8098.11,0.2699999999999999,2011-2015
3908,1797,Medium,642113.56,144.49,1199.88,0.27,2011-2015
3909,1797,Medium,1760466.16,144.48999999999998,3289.68,0.2699999999999999,2011-2015
3910,1797,Medium,1050875.77,144.49,1963.71,0.27,2011-2015
3911,1797,Medium,1074427.64,144.48999999999998,2007.72,0.27,2011-2015
3912,1797,Medium,4514734.54,144.49,8436.42,0.27,2011-2015
3913,1797,Medium,14153662.44,144.48999999999998,26448.12,0.2699999999999999,2011-2015
3914,1797,Medium,40339585.14,144.49,75380.22,0.27,2011-2015
3915,1797,Medium,32269240.68,144.49,60299.64,0.27,2011-2015
3916,1433,Medium,57670582.68,144.49,107765.64,0.27,2011-2015
3917,1433,Medium,271747689.1,144.4899999840488,507798.99,0.27,2011-2015
3918,1797,Medium,1690966.47,144.49,3159.81,0.27,2011-2015
3919,1797,Medium,786603.56,144.49,1469.88,0.27,2011-2015
3920,1797,Medium,4202202.67,144.49,7852.41,0.27,2011-2015
3921,1797,Medium,873586.54,144.49,1632.42,0.27,2011-2015
3922,1797,Medium,451964.72,144.48999999999998,844.56,0.2699999999999999,2011-2015
3923,1433,Medium,37422.91,144.49,69.93,0.27,2011-2015
3924,1433,Medium,2356487.41,144.49,4403.43,0.27,2011-2015
3925,1433,Medium,7802604.49,144.49,14580.27,0.27,2011-2015
3926,1433,Medium,4521670.06,144.48999999999998,8449.38,0.2699999999999999,2011-2015
3927,3642,Very High,251412.6,144.49,469.8,0.27,2011-2015
3928,3642,Very High,335794.76,144.49,627.48,0.27,2011-2015
3929,3642,Very High,106489.13,144.49,198.99,0.27,2011-2015
3930,3642,Very High,8082192.64,144.48999999999998,15102.72,0.2699999999999999,2011-2015
3931,3642,Very High,3720617.5,144.49,6952.5,0.27,2011-2015
3932,3642,Very High,56929.06,144.48999999999998,106.38,0.2699999999999999,2011-2015
3933,3642,Very High,317444.53,144.49,593.19,0.27,2011-2015
3934,3642,Very High,1145516.72,144.49,2140.56,0.27,2011-2015
3935,3642,Very High,24852.28,144.48999999999998,46.44,0.2699999999999999,2011-2015
3936,3642,Very High,2600.82,144.49,4.86,0.27,2011-2015
3937,3642,Very High,4093401.7,144.49,7649.1,0.27,2011-2015
3938,3642,Very High,2093660.1,144.49,3912.3,0.27,2011-2015
3939,3642,Very High,125995.28,144.49,235.44,0.27,2011-2015
3940,1235,Medium,31499831.43,144.49,58861.89,0.27,2011-2015
3941,1235,Medium,119023348.5,144.48999997572074,222411.96,0.27,2011-2015
3942,1235,Medium,40525254.79,144.49,75727.17,0.27,2011-2015
3943,1235,Medium,4039651.42,144.49,7548.66,0.27,2011-2015
3944,1235,Medium,2697917.28,144.48999999999998,5041.44,0.2699999999999999,2011-2015
3945,1235,Medium,9212248.93,144.49,17214.39,0.27,2011-2015
3946,1235,Medium,1760466.16,144.48999999999998,3289.68,0.2699999999999999,2011-2015
3947,1235,Medium,62242535.26,144.49,116308.98,0.27,2011-2015
3948,1235,Medium,382609.52,144.49,714.96,0.27,2011-2015
3949,1235,Medium,84523326.73,144.49,157943.79,0.27,2011-2015
3950,1235,Medium,10833571.22,144.49,20244.06,0.27,2011-2015
3951,1235,Medium,292158.78,144.49,545.94,0.27,2011-2015
3952,1235,Medium,9204590.96,144.49,17200.08,0.27,2011-2015
3953,1235,Medium,1343901.49,144.49,2511.27,0.27,2011-2015
3954,1235,Medium,1155920.0,144.49,2160.0,0.27,2011-2015
3955,1235,Medium,10936592.59,144.49,20436.57,0.27,2011-2015
3956,1235,Medium,964037.28,144.49,1801.44,0.27,2011-2015
3957,1235,Medium,955223.39,144.49,1784.97,0.27,2011-2015
3958,1235,Medium,750047.59,144.48999999999998,1401.57,0.2699999999999999,2011-2015
3959,1235,Medium,2739096.93,144.49,5118.39,0.27,2011-2015
3960,1235,Medium,136654451.8,144.4900000105734,255358.17,0.27,2011-2015
3961,1235,Medium,68341169.18,144.49,127705.14,0.27,2011-2015
3962,1235,Medium,583884.09,144.48999999999998,1091.07,0.2699999999999999,2011-2015
3963,1235,Medium,25704193.04,144.49,48031.92,0.27,2011-2015
3964,1235,Medium,8692373.91,144.49,16242.93,0.27,2011-2015
3965,1235,Medium,14870477.33,144.49,27787.59,0.27,2011-2015
3966,1235,Medium,24253513.44,144.49,45321.12,0.27,2011-2015
3967,1235,Medium,139709114.9,144.49000002068442,261066.24,0.27,2011-2015
3968,1235,Medium,644569.89,144.49,1204.47,0.27,2011-2015
3969,1235,Medium,802208.48,144.49,1499.04,0.27,2011-2015
3970,1235,Medium,180050289.4,144.48999999197505,336449.43,0.27,2011-2015
3971,1235,Medium,15009476.71,144.49,28047.33,0.27,2011-2015
3972,1235,Medium,3927238.2,144.49,7338.6,0.27,2011-2015
3973,1235,Medium,50427.01,144.49,94.23,0.27,2011-2015
3974,1235,Medium,45306717.87,144.48999999999998,84662.01,0.2699999999999999,2011-2015
3975,1235,Medium,887891.05,144.49,1659.15,0.27,2011-2015
3976,1235,Medium,2062883.73,144.49,3854.79,0.27,2011-2015
3977,1235,Medium,16287346.27,144.49,30435.21,0.27,2011-2015
3978,1235,Medium,2881130.6,144.49,5383.8,0.27,2011-2015
3979,1235,Medium,854513.86,144.49,1596.78,0.27,2011-2015
3980,1235,Medium,1258652.39,144.48999999999998,2351.97,0.2699999999999999,2011-2015
3981,1235,Medium,8755082.57,144.49,16360.11,0.27,2011-2015
3982,1235,Medium,4307680.37,144.49,8049.51,0.27,2011-2015
3983,1235,Medium,1062579.46,144.49,1985.58,0.27,2011-2015
3984,1235,Medium,84093.18,144.48999999999998,157.14,0.2699999999999999,2011-2015
3985,1235,Medium,92358441.47,144.49,172584.81,0.27,2011-2015
3986,1235,Medium,3600112.84,144.48999999999998,6727.32,0.2699999999999999,2011-2015
3987,1235,Medium,1056510.88,144.48999999999998,1974.24,0.27,2011-2015
3988,1235,Medium,390123.0,144.49,729.0,0.27,2011-2015
3989,1235,Medium,149563188.4,144.4900000096608,279479.97,0.2699999999999999,2011-2015
3990,1235,Medium,5909063.04,144.49,11041.92,0.27,2011-2015
3991,1235,Medium,38149405.72,144.49,71287.56,0.27,2011-2015
3992,1235,Medium,6232576.15,144.49,11646.45,0.27,2011-2015
3993,1235,Medium,49271.09,144.48999999999998,92.07,0.2699999999999999,2011-2015
3994,1235,Medium,5922067.14,144.48999999999998,11066.22,0.2699999999999999,2011-2015
3995,1235,Medium,3425135.45,144.49,6400.35,0.27,2011-2015
3996,1235,Medium,31630016.92,144.49,59105.16,0.27,2011-2015
3997,1235,Medium,60688978.78,144.49,113405.94,0.27,2011-2015
3998,1235,Medium,26961978.49,144.48999999999998,50382.27,0.2699999999999999,2011-2015
3999,1235,Medium,30557323.16,144.49,57100.68,0.27,2011-2015
4000,1235,Medium,2690403.8,144.48999999999998,5027.4,0.2699999999999999,2011-2015
4001,1235,Medium,451531.25,144.49,843.75,0.27,2011-2015
4002,1235,Medium,111546.28,144.49,208.44,0.27,2011-2015
4003,1235,Medium,15719934.04,144.48999999999998,29374.92,0.2699999999999999,2011-2015
4004,1235,Medium,1929808.44,144.49,3606.12,0.27,2011-2015
4005,1235,Medium,13769030.06,144.49,25729.38,0.27,2011-2015
4006,1235,Medium,988745.07,144.48999999999998,1847.61,0.2699999999999999,2011-2015
4007,1235,Medium,30209824.71,144.49,56451.33,0.27,2011-2015
4008,3255,Very High,14450155.92,144.49,27002.16,0.27,2011-2015
4009,3255,Very High,128307.12,144.48999999999998,239.76,0.2699999999999999,2011-2015
4010,3255,Very High,8996091.89,144.49,16810.47,0.27,2011-2015
4011,3255,Very High,12146551.85,144.49,22697.55,0.27,2011-2015
4012,3255,Very High,5740587.7,144.49,10727.1,0.27,2011-2015
4013,3255,Very High,7095181.45,144.49,13258.35,0.27,2011-2015
4014,3255,Very High,116841405.0,144.48999996290098,218334.69,0.27,2011-2015
4015,3255,Very High,111979.75,144.49,209.25,0.27,2011-2015
4016,3255,Very High,21095.54,144.49,39.42,0.27,2011-2015
4017,3255,Very High,655695.62,144.49,1225.26,0.27,2011-2015
4018,3255,Very High,102587.9,144.48999999999998,191.7,0.2699999999999999,2011-2015
4019,3255,Very High,9969.81,144.48999999999998,18.63,0.2699999999999999,2011-2015
4020,3255,Very High,21673.5,144.49,40.5,0.27,2011-2015
4021,3255,Very High,7368.99,144.49,13.77,0.27,2011-2015
4022,3255,Very High,17483.29,144.49,32.67,0.27,2011-2015
4023,3255,Very High,14882.47,144.48999999999998,27.81,0.2699999999999999,2011-2015
4024,3255,Very High,109667.91,144.49,204.93,0.27,2011-2015
4025,3255,Very High,11848.18,144.49,22.14,0.27,2011-2015
4026,3255,Very High,7502209.78,144.49,14018.94,0.27,2011-2015
4027,3255,Very High,6771523.85,144.48999999999998,12653.55,0.2699999999999999,2011-2015
4028,3255,Very High,14568059.76,144.49,27222.48,0.27,2011-2015
4029,3255,Very High,38289.85,144.48999999999998,71.55,0.2699999999999999,2011-2015
4030,3255,Very High,5779.6,144.49,10.8,0.27,2011-2015
4031,3255,Very High,866.94,144.49,1.62,0.27,2011-2015
4032,3255,Very High,319364.8021,144.48999999999998,596.7783,0.2699999999999999,2011-2015
4033,3255,Very High,47681.7,144.48999999999998,89.1,0.2699999999999999,2011-2015
4034,3255,Very High,9765934.61,144.48999999999998,18249.03,0.2699999999999999,2011-2015
4035,3255,Very High,1300.41,144.49,2.43,0.27,2011-2015
4036,3255,Very High,351110.7,144.49,656.1,0.27,2011-2015
4037,3255,Very High,54039.26,144.49,100.98,0.27,2011-2015
4038,2448,High,2409804.22,144.49,4503.06,0.27,2011-2015
4039,2448,High,164863.09,144.49,308.07,0.27,2011-2015
4040,2448,High,1017065.11,144.49,1900.53,0.27,2011-2015
4041,2448,High,139721.83,144.48999999999998,261.09,0.2699999999999999,2011-2015
4042,2448,High,1358494.98,144.49,2538.54,0.27,2011-2015
4043,2448,High,9102.87,144.49,17.01,0.27,2011-2015
4044,2448,High,1051164.75,144.49,1964.25,0.27,2011-2015
4045,2448,High,232339.92,144.49,434.16,0.27,2011-2015
4046,2448,High,316866.57,144.49,592.11,0.27,2011-2015
4047,2448,High,1409066.48,144.49,2633.04,0.27,2011-2015
4048,2448,High,260804.45,144.49,487.35,0.27,2011-2015
4049,2448,High,939185.0,144.49,1755.0,0.27,2011-2015
4050,2448,High,12859.61,144.49,24.03,0.27,2011-2015
4051,2448,High,2604432.25,144.49,4866.75,0.27,2011-2015
4052,2448,High,177289.23,144.49,331.29,0.27,2011-2015
4053,2448,High,646592.75,144.49,1208.25,0.27,2011-2015
4054,2448,High,318889.43,144.49,595.89,0.27,2011-2015
4055,2448,High,2665696.01,144.48999999999998,4981.23,0.2699999999999999,2011-2015
4056,2448,High,1410222.4,144.48999999999998,2635.2,0.2699999999999999,2011-2015
